label,rcp,ADM0_NAME,ADM1_NAME,WWF_MHTNAM,Freq
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Morelos,Tropical and Subtropical Coniferous Forests,12
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Morelos,Tropical and Subtropical Coniferous Forests,15
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Morelos,Tropical and Subtropical Coniferous Forests,10
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,49
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,5
Suitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,21
Suitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,10
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,59
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,5
Suitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,14
Suitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Nueva Segovia,Tropical and Subtropical Coniferous Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,368
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,31
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,807
Suitable4coffee/Suitable4cocoa,rcp45,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,23
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,458
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,31
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,762
Suitable4coffee/Suitable4cocoa,rcp85,Mexico,Oaxaca,Tropical and Subtropical Coniferous Forests,18
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Ocotepeque,Tropical and Subtropical Coniferous Forests,12
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Ocotepeque,Tropical and Subtropical Coniferous Forests,37
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Ocotepeque,Tropical and Subtropical Coniferous Forests,17
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Ocotepeque,Tropical and Subtropical Coniferous Forests,32
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,158
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,234
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,7
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,48
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,180
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,251
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Olancho,Tropical and Subtropical Coniferous Forests,15
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,118
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,7
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,25
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,30
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,131
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,7
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,27
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,15
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,59
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,103
Suitable4coffee/Suitable4cocoa,rcp45,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,60
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,112
Suitable4coffee/Suitable4cocoa,rcp85,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,27
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,27
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,32
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,23
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,10
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,8
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,12
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,15
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,163
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,63
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,15
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,168
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,59
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,13
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,13
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,7
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,11
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,9
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,9
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,4
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,24
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,4
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,28
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,23
Nolongersuitable4coffee/Suitable4cocoa,rcp45,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,25
Nolongersuitable4coffee/Suitable4cocoa,rcp85,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,28
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,29
Suitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,25
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,25
Suitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,43
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,12
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,50
Suitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,12
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,7
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,15
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,17
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,6
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,12
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,13
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,3
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,44
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,24
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,3
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,33
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,4
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,26
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,5
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,27
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,12
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,17
Suitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,6
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,2
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,3
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,8
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Totonicapan,Tropical and Subtropical Coniferous Forests,20
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Totonicapan,Tropical and Subtropical Coniferous Forests,22
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,13
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,18
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Valle,Tropical and Subtropical Coniferous Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Valle,Tropical and Subtropical Coniferous Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Veracruz,Tropical and Subtropical Coniferous Forests,44
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Veracruz,Tropical and Subtropical Coniferous Forests,45
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,39
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,25
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,38
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,26
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,10
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,2
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,6
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,10
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,4
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,1
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Ahuachapan,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Ahuachapan,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,37
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,17
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,39
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,15
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Cabanas,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Cabanas,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Chalatenango,Tropical and Subtropical Dry Broadleaf Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Chalatenango,Tropical and Subtropical Dry Broadleaf Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,336
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,3
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,29
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,346
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,3
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,19
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,6
Suitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,7
Suitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,21
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,15
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,2
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,23
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,15
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Cortes,Tropical and Subtropical Dry Broadleaf Forests,6
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Cortes,Tropical and Subtropical Dry Broadleaf Forests,6
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Esteli,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Esteli,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,30
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,18
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,38
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,11
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,7
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Guanajuato,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Guanajuato,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,109
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,12
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,115
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,6
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,21
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,16
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,25
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,13
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,17
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,2
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,19
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,20
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,20
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Jutiapa,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Jutiapa,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,La Libertad,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,La Libertad,Tropical and Subtropical Dry Broadleaf Forests,8
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,La Paz,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,La Paz,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,4
