Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.03887E-3,47.336893365,0.802839161,0.013292635,0.461538462,0
2.05402E-3,47.542295046,0.805202782,0.013292635,0.474358974,0
2.06755E-3,47.954621623,0.807291676,0.013095707,0.474358974,0
2.06824E-3,48.161445783,0.807397084,0.012997243,0.480769231,0
2.07896E-3,48.369342113,0.809034648,0.012898779,0.480769231,0
2.08683E-3,48.578025416,0.810227757,0.012800315,0.480769231,0
2.09967E-3,48.787992712,0.812158398,0.012701851,0.480769231,0
2.1323E-3,49.212928803,0.816976804,0.012504923,0.487179487,0
2.1416E-3,49.427088889,0.818327041,0.012406459,0.493589744,0
2.16003E-3,49.643091961,0.820974042,0.012307995,0.493589744,0
2.16256E-3,49.859348151,0.82133456,0.012209531,0.493589744,0
2.17997E-3,50.077344938,0.823794119,0.012111067,0.5,0
2.19644E-3,50.296988785,0.82609032,0.012012603,0.5,0
2.21474E-3,50.518462908,0.828606863,0.011914139,0.506410256,0
2.27174E-3,50.970658421,0.836212387,0.011717212,0.512820513,0
2.27718E-3,51.19837679,0.836921531,0.011618748,0.519230769,0
2.30929E-3,51.429305841,0.84103851,0.011520284,0.525641026,0
2.33157E-3,51.662462892,0.843834175,0.01142182,0.532051282,0
2.34131E-3,51.896593627,0.845040449,0.011323356,0.532051282,0
2.35245E-3,52.131839042,0.846409967,0.011224892,0.538461538,0
2.39421E-3,52.371260287,0.851433737,0.011126428,0.544871795,0
2.40247E-3,52.611507131,0.852407352,0.011027964,0.551282051,0
2.42084E-3,52.853591445,0.854551409,0.0109295,0.551282051,0
2.42084E-3,53.095675758,0.854551409,0.010732572,0.551282051,0
2.44655E-3,53.340330939,0.85749906,0.010732572,0.564102564,0
2.47553E-3,53.587883587,0.860749636,0.010634108,0.570512821,0
2.4821E-3,53.836093419,0.861476533,0.010535644,0.570512821,0
2.4896E-3,54.085053495,0.862301723,0.01043718,0.570512821,0
2.51307E-3,54.336360406,0.864851395,0.010338716,0.576923077,0
2.5141E-3,54.587770088,0.864961962,0.010240252,0.576923077,0
2.51861E-3,54.8396306,0.865445928,0.010141788,0.583333333,0
2.57337E-3,55.096967502,0.871188155,0.010043324,0.583333333,0
2.5759E-3,55.354557155,0.871447176,0.00994486,0.583333333,0
2.63137E-3,55.617694518,0.877003173,0.009846396,0.583333333,0
2.63556E-3,55.881250922,0.877412954,0.009747932,0.58974359,0
2.65734E-3,56.14698456,0.879520199,0.009649468,0.596153846,0
2.66157E-3,56.413141864,0.879926018,0.009551004,0.602564103,0
2.67859E-3,56.681001022,0.881542445,0.00945254,0.608974359,0
2.70994E-3,56.951995459,0.884463594,0.009354076,0.615384615,0
2.71366E-3,57.223361294,0.884804819,0.009255612,0.615384615,0
2.73565E-3,57.49692672,0.886805155,0.009157148,0.621794872,0
2.75317E-3,57.772243588,0.888373071,0.009058685,0.621794872,0
2.76851E-3,58.049094628,0.889728627,0.008960221,0.621794872,0
2.7721E-3,58.326304323,0.890043145,0.008861757,0.628205128,0
2.82566E-3,58.608870262,0.894634893,0.008763293,0.634615385,0
2.84631E-3,59.17606756,0.896353843,0.008566365,0.647435897,0
2.90593E-3,59.46666056,0.90115975,0.008467901,0.647435897,0
2.92136E-3,59.758796581,0.902366911,0.008369437,0.653846154,0
2.93673E-3,60.052469641,0.903554735,0.008270973,0.653846154,0
2.99507E-3,60.351977137,0.907933527,0.008172509,0.653846154,0
3.01561E-3,60.653538117,0.909426911,0.008074045,0.653846154,0
3.09559E-3,60.963097466,0.915016339,0.007975581,0.66025641,0
3.11259E-3,61.583915363,0.916158612,0.007778653,0.673076923,0
3.11944E-3,61.895859443,0.916615097,0.007680189,0.673076923,0
3.22696E-3,62.21855592,0.923458247,0.007581725,0.673076923,0
3.23126E-3,62.541682399,0.923719914,0.007483261,0.679487179,0
3.27744E-3,62.869426343,0.926474012,0.007384797,0.679487179,0
3.36345E-3,63.20577087,0.931341508,0.007286333,0.679487179,0
3.37511E-3,63.543282136,0.931976512,0.007187869,0.685897436,0
3.4803E-3,63.891312526,0.937442889,0.007089405,0.692307692,0
3.54104E-3,64.245416178,0.940396569,0.006990941,0.698717949,0
3.57659E-3,64.603074958,0.942060435,0.006892477,0.705128205,0
3.58775E-3,65.319509031,0.942573337,0.006695549,0.717948718,0
3.63153E-3,65.682662254,0.944541036,0.006597085,0.724358974,0
3.72552E-3,66.055214287,0.948540645,0.006498622,0.724358974,0
3.74192E-3,66.429406747,0.949208547,0.006400158,0.724358974,0
3.77385E-3,66.806792138,0.950483797,0.006301694,0.730769231,0
3.79954E-3,67.186746529,0.951486568,0.00620323,0.737179487,0
3.88409E-3,67.575155734,0.954645585,0.006104766,0.743589744,0
3.88626E-3,67.963781983,0.954723913,0.006006302,0.75,0
3.88743E-3,68.352524982,0.954765991,0.005907838,0.756410256,0
3.89428E-3,68.741952925,0.955012062,0.005809374,0.762820513,0
3.95723E-3,69.137676321,0.957211982,0.00571091,0.762820513,0
4.02223E-3,69.539899105,0.959370366,0.005612446,0.769230769,0
4.08998E-3,69.948897327,0.961504595,0.005513982,0.769230769,0
4.12473E-3,70.361370689,0.962555372,0.005415518,0.775641026,0
4.21146E-3,70.782516254,0.965054183,0.005317054,0.775641026,0
4.21886E-3,71.204402498,0.96525971,0.00521859,0.775641026,0
4.22942E-3,71.627344225,0.965550505,0.005120126,0.782051282,0
4.2335E-3,72.050694301,0.965662354,0.005021662,0.788461538,0
4.25638E-3,72.476332263,0.966282337,0.004923198,0.794871795,0
4.3409E-3,72.910422563,0.968477286,0.004824734,0.801282051,0
4.34158E-3,73.34458082,0.968494342,0.00472627,0.801282051,0
4.36886E-3,73.781467045,0.969171428,0.004627806,0.807692308,0
4.36946E-3,74.218412908,0.969186067,0.004529342,0.814102564,0
4.38353E-3,74.656766325,0.96952955,0.004430878,0.814102564,0
4.41345E-3,75.098110846,0.970246804,0.004332414,0.820512821,0
4.42241E-3,75.540351856,0.970458472,0.00423395,0.826923077,0
4.42586E-3,75.982937763,0.970539503,0.004135486,0.833333333,0
4.43152E-3,76.426089346,0.970671923,0.004037022,0.833333333,0
4.43384E-3,76.869473512,0.970726196,0.003938558,0.833333333,0
4.43904E-3,77.313377779,0.970847199,0.003840095,0.833333333,0
4.59975E-3,78.217256553,0.974349337,0.003643167,0.846153846,0
4.62408E-3,78.67966437,0.974841626,0.003544703,0.846153846,0
4.70235E-3,79.149899823,0.976362076,0.003446239,0.846153846,0
4.84437E-3,79.634336613,0.978889839,0.003347775,0.852564103,0
4.91525E-3,80.125861205,0.980048426,0.003249311,0.858974359,0
4.91972E-3,80.617833054,0.980119365,0.003150847,0.865384615,0
4.94905E-3,81.112738278,0.980578416,0.003052383,0.865384615,0
4.97677E-3,81.610415544,0.981002473,0.002953919,0.865384615,0
5.08808E-3,82.119223894,0.982614055,0.002855455,0.871794872,0
5.11607E-3,82.630830505,0.982997216,0.002756991,0.878205128,0
5.12633E-3,83.143463133,0.983135582,0.002658527,0.884615385,0
5.18993E-3,83.66245584,0.983968508,0.002560063,0.891025641,0
5.26721E-3,84.189176551,0.984925417,0.002461599,0.897435897,0
5.30782E-3,84.71995849,0.985405177,0.002363135,0.897435897,0
5.32429E-3,85.252387443,0.985595362,0.002264671,0.903846154,0
5.41869E-3,85.79425645,0.98663859,0.002166207,0.903846154,0
5.44082E-3,86.338338107,0.986871973,0.002067743,0.91025641,0
5.56475E-3,86.894813049,0.988105803,0.001969279,0.916666667,0
5.58862E-3,87.453674666,0.988329743,0.001870815,0.916666667,0
5.69219E-3,88.022893804,0.989253745,0.001772351,0.923076923,0
5.8971E-3,88.612604236,0.990871815,0.001673887,0.929487179,0
5.98026E-3,89.210630302,0.991456745,0.001575423,0.929487179,0
6.12798E-3,89.823428325,0.992404926,0.001476959,0.935897436,0
6.17397E-3,90.440825824,0.992678098,0.001378495,0.935897436,0
6.23239E-3,91.064064429,0.993010897,0.001280032,0.942307692,0
6.3377E-3,91.697834093,0.993573153,0.001181568,0.942307692,0
6.50127E-3,92.347961059,0.994358126,0.001083104,0.948717949,0
6.50608E-3,92.998568645,0.994379679,0.00098464,0.948717949,0
6.54629E-3,93.653197948,0.994556837,0.000886176,0.955128205,0
6.59165E-3,94.312363098,0.994749952,0.000787712,0.961538462,0
6.87516E-3,94.999878667,0.995811018,0.000689248,0.967948718,0
7.10778E-3,95.710656359,0.996519414,0.000590784,0.967948718,0
7.66015E-3,96.476671227,0.997758158,0.00049232,0.967948718,0
8.67756E-3,97.344426994,0.999002951,0.000393856,0.974358974,0
8.69404E-3,98.213831091,0.999015954,0.000295392,0.980769231,0
8.88016E-3,99.101846838,0.999151516,0.000196928,0.987179487,0
8.98153E-3,100,0.999217324,0.000098464,0.993589744,0
8.98153E-3,100,0.999217324,0,0.993589744,0
