crop,layer,ADM0_NAME,ADM1_NAME,WWF_MHTNAM,Freq
THEOCA45,-1,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,-1,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,1,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR85,-1,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA45,-1,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,11
THEOCA85,-1,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,65
THEOCA45,1,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,69
THEOCA85,1,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,15
COFFAR45,-1,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,16
COFFAR85,-1,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,16
COFFAR45,1,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR85,1,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,17
COFFAR85,-1,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,18
THEOCA45,-1,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,18
THEOCA85,-1,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,18
COFFAR45,1,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,-1,Panama,Los Santos,Tropical and Subtropical Dry Broadleaf Forests,7
THEOCA85,-1,Panama,Los Santos,Tropical and Subtropical Dry Broadleaf Forests,7
COFFAR45,-1,Nicaragua,Madriz,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,Nicaragua,Madriz,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR45,-1,Nicaragua,Managua,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,Nicaragua,Managua,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,-1,Nicaragua,Managua,Tropical and Subtropical Dry Broadleaf Forests,18
THEOCA85,-1,Nicaragua,Managua,Tropical and Subtropical Dry Broadleaf Forests,31
THEOCA45,1,Nicaragua,Managua,Tropical and Subtropical Dry Broadleaf Forests,13
COFFAR45,-1,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR85,-1,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA85,-1,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,1,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,5
THEOCA85,1,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,61
COFFAR85,-1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,62
THEOCA45,-1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,6
THEOCA85,-1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,5
COFFAR45,1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR85,1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,5
THEOCA85,1,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,6
COFFAR45,-1,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,36
COFFAR85,-1,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,38
COFFAR45,1,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,1,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR45,-1,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,17
COFFAR85,-1,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,17
COFFAR45,1,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR85,1,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,-1,El Salvador,Morazan,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA45,1,El Salvador,Morazan,Tropical and Subtropical Dry Broadleaf Forests,14
THEOCA85,1,El Salvador,Morazan,Tropical and Subtropical Dry Broadleaf Forests,11
COFFAR45,-1,Mexico,Morelos,Tropical and Subtropical Dry Broadleaf Forests,33
COFFAR85,-1,Mexico,Morelos,Tropical and Subtropical Dry Broadleaf Forests,33
COFFAR45,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR85,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA45,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA45,1,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR45,-1,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,223
COFFAR85,-1,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,240
COFFAR45,1,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,61
COFFAR85,1,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,44
COFFAR45,-1,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,73
COFFAR85,-1,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,73
THEOCA45,-1,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,16
THEOCA85,-1,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,40
THEOCA45,1,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,73
THEOCA85,1,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,49
THEOCA45,-1,Panama,Panama,Tropical and Subtropical Dry Broadleaf Forests,14
THEOCA85,-1,Panama,Panama,Tropical and Subtropical Dry Broadleaf Forests,21
THEOCA45,1,Panama,Panama,Tropical and Subtropical Dry Broadleaf Forests,7
COFFAR45,-1,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,19
COFFAR85,-1,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,19
THEOCA45,-1,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,-1,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,1,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,8
COFFAR85,-1,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,8
COFFAR45,1,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,1,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA85,-1,Costa Rica,Puntarenas,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Costa Rica,Puntarenas,Tropical and Subtropical Dry Broadleaf Forests,26
THEOCA85,1,Costa Rica,Puntarenas,Tropical and Subtropical Dry Broadleaf Forests,25
THEOCA45,1,Guatemala,Retalhuleu,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,1,Guatemala,Retalhuleu,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,-1,Nicaragua,Rio San Juan,Tropical and Subtropical Dry Broadleaf Forests,14
THEOCA85,-1,Nicaragua,Rio San Juan,Tropical and Subtropical Dry Broadleaf Forests,17
THEOCA45,1,Nicaragua,Rio San Juan,Tropical and Subtropical Dry Broadleaf Forests,41
THEOCA85,1,Nicaragua,Rio San Juan,Tropical and Subtropical Dry Broadleaf Forests,38
THEOCA45,-1,Nicaragua,Rivas,Tropical and Subtropical Dry Broadleaf Forests,35
THEOCA85,-1,Nicaragua,Rivas,Tropical and Subtropical Dry Broadleaf Forests,52
THEOCA45,1,Nicaragua,Rivas,Tropical and Subtropical Dry Broadleaf Forests,28
THEOCA85,1,Nicaragua,Rivas,Tropical and Subtropical Dry Broadleaf Forests,11
THEOCA45,2,Nicaragua,Rivas,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR45,-1,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,-1,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,15
THEOCA85,-1,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,51
THEOCA45,1,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,41
THEOCA85,1,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,5
COFFAR45,-1,El Salvador,San Salvador,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,El Salvador,San Salvador,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,-1,El Salvador,San Salvador,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA85,-1,El Salvador,San Salvador,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR45,-1,El Salvador,San Vicente,Tropical and Subtropical Dry Broadleaf Forests,7
COFFAR85,-1,El Salvador,San Vicente,Tropical and Subtropical Dry Broadleaf Forests,7
THEOCA45,-1,El Salvador,San Vicente,Tropical and Subtropical Dry Broadleaf Forests,29
THEOCA85,-1,El Salvador,San Vicente,Tropical and Subtropical Dry Broadleaf Forests,29
COFFAR45,-1,El Salvador,Santa Ana,Tropical and Subtropical Dry Broadleaf Forests,10
COFFAR85,-1,El Salvador,Santa Ana,Tropical and Subtropical Dry Broadleaf Forests,10
COFFAR45,-1,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,39
COFFAR85,-1,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,40
THEOCA45,-1,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,13
THEOCA85,-1,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,11
COFFAR45,1,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,81
THEOCA85,1,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,83
THEOCA45,2,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,-1,Guatemala,Santa Rosa,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA85,-1,Guatemala,Santa Rosa,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR45,-1,El Salvador,Sonsonate,Tropical and Subtropical Dry Broadleaf Forests,10
COFFAR85,-1,El Salvador,Sonsonate,Tropical and Subtropical Dry Broadleaf Forests,10
THEOCA45,-1,El Salvador,Sonsonate,Tropical and Subtropical Dry Broadleaf Forests,23
THEOCA85,-1,El Salvador,Sonsonate,Tropical and Subtropical Dry Broadleaf Forests,23
THEOCA45,-1,Guatemala,Suchitepequez,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA85,-1,Guatemala,Suchitepequez,Tropical and Subtropical Dry Broadleaf Forests,6
THEOCA45,1,Guatemala,Suchitepequez,Tropical and Subtropical Dry Broadleaf Forests,20
THEOCA85,1,Guatemala,Suchitepequez,Tropical and Subtropical Dry Broadleaf Forests,16
COFFAR45,-1,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,7
COFFAR85,-1,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,7
THEOCA45,-1,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,30
THEOCA85,-1,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,39
THEOCA45,1,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,9
COFFAR45,-1,Honduras,Valle,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR85,-1,Honduras,Valle,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,-1,Honduras,Valle,Tropical and Subtropical Dry Broadleaf Forests,44
THEOCA85,-1,Honduras,Valle,Tropical and Subtropical Dry Broadleaf Forests,47
THEOCA45,1,Honduras,Valle,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR45,-1,Mexico,Veracruz,Tropical and Subtropical Dry Broadleaf Forests,13
COFFAR85,-1,Mexico,Veracruz,Tropical and Subtropical Dry Broadleaf Forests,13
COFFAR45,-1,Panama,Veraguas,Tropical and Subtropical Dry Broadleaf Forests,5
COFFAR85,-1,Panama,Veraguas,Tropical and Subtropical Dry Broadleaf Forests,5
THEOCA45,1,Panama,Veraguas,Tropical and Subtropical Dry Broadleaf Forests,10
THEOCA85,1,Panama,Veraguas,Tropical and Subtropical Dry Broadleaf Forests,10
COFFAR45,-1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,16
COFFAR85,-1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,17
THEOCA45,-1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,21
THEOCA85,-1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,26
COFFAR45,1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR85,1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,67
THEOCA85,1,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,62
THEOCA85,2,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR85,-1,El Salvador,Ahuachapan,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,El Salvador,Ahuachapan,Tropical and Subtropical Moist Broadleaf Forests,5
COFFAR85,1,El Salvador,Ahuachapan,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR45,-1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,59
COFFAR85,-1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,70
THEOCA45,-1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,5
COFFAR45,1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,79
COFFAR85,1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,68
THEOCA45,1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,435
THEOCA85,1,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,431
COFFAR45,2,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR85,2,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,4
THEOCA45,2,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA85,2,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,6
COFFAR45,-1,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,116
COFFAR85,-1,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,124
COFFAR45,1,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,129
COFFAR85,1,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,121
THEOCA45,1,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,442
THEOCA85,1,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,442
COFFAR45,2,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR85,2,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,7
THEOCA45,2,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,25
THEOCA85,2,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,31
THEOCA45,-1,Colombia,Antioquia,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA85,-1,Colombia,Antioquia,Tropical and Subtropical Moist Broadleaf Forests,8
COFFAR45,-1,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,174
COFFAR85,-1,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,179
COFFAR45,1,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,17
COFFAR85,1,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,12
THEOCA45,1,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,916
THEOCA85,1,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,916
COFFAR45,-1,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,368
COFFAR85,-1,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,368
THEOCA45,-1,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,19
THEOCA85,-1,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,54
THEOCA45,1,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,1154
THEOCA85,1,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,1119
COFFAR45,-1,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,25
COFFAR85,-1,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,34
COFFAR45,1,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,24
COFFAR85,1,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,15
THEOCA45,1,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,169
THEOCA85,1,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,169
COFFAR45,2,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,2,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,2,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,5
THEOCA85,2,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,-1,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,12
COFFAR85,-1,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,14
COFFAR45,1,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,30
COFFAR85,1,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,28
THEOCA45,1,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,19
THEOCA85,1,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,19
COFFAR45,2,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,2,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,2,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,2,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,5
THEOCA45,1,Belize,Belize,Tropical and Subtropical Moist Broadleaf Forests,77
THEOCA85,1,Belize,Belize,Tropical and Subtropical Moist Broadleaf Forests,77
COFFAR45,-1,Nicaragua,Boaco,Tropical and Subtropical Moist Broadleaf Forests,41
COFFAR85,-1,Nicaragua,Boaco,Tropical and Subtropical Moist Broadleaf Forests,41
THEOCA45,1,Nicaragua,Boaco,Tropical and Subtropical Moist Broadleaf Forests,71
THEOCA85,1,Nicaragua,Boaco,Tropical and Subtropical Moist Broadleaf Forests,71
COFFAR45,-1,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,25
COFFAR85,-1,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,31
COFFAR45,1,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,77
COFFAR85,1,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,71
THEOCA45,1,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,158
THEOCA85,1,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,158
COFFAR45,2,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,6
COFFAR85,2,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA45,2,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,11
THEOCA85,2,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,12
THEOCA45,-1,Mexico,Campeche,Tropical and Subtropical Moist Broadleaf Forests,226
THEOCA85,-1,Mexico,Campeche,Tropical and Subtropical Moist Broadleaf Forests,231
THEOCA45,1,Mexico,Campeche,Tropical and Subtropical Moist Broadleaf Forests,178
THEOCA85,1,Mexico,Campeche,Tropical and Subtropical Moist Broadleaf Forests,173
COFFAR45,-1,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,8
COFFAR85,-1,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,9
THEOCA45,-1,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,1,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,1,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA45,2,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,5
COFFAR45,-1,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,26
COFFAR85,-1,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,33
COFFAR45,1,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,67
COFFAR85,1,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,60
THEOCA45,1,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,73
THEOCA85,1,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,73
COFFAR45,2,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR85,2,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA45,2,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,9
THEOCA85,2,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,10
COFFAR45,-1,Belize,Cayo,Tropical and Subtropical Moist Broadleaf Forests,13
COFFAR85,-1,Belize,Cayo,Tropical and Subtropical Moist Broadleaf Forests,13
THEOCA45,1,Belize,Cayo,Tropical and Subtropical Moist Broadleaf Forests,221
THEOCA85,1,Belize,Cayo,Tropical and Subtropical Moist Broadleaf Forests,221
COFFAR45,1,El Salvador,Chalatenango,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,1,El Salvador,Chalatenango,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,-1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,537
COFFAR85,-1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,602
THEOCA45,-1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,28
THEOCA85,-1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,23
COFFAR45,1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,407
COFFAR85,1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,342
THEOCA45,1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,1402
THEOCA85,1,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,1407
COFFAR45,2,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,8
COFFAR85,2,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA45,2,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,19
THEOCA85,2,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,17
COFFAR45,-1,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,-1,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,1,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,14
COFFAR85,1,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,14
THEOCA45,1,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA85,1,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR45,2,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,6
COFFAR85,2,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,-1,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,-1,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,1,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,2,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,2,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,44
COFFAR85,-1,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,52
COFFAR45,1,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,56
COFFAR85,1,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,48
THEOCA45,1,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,246
THEOCA85,1,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,246
COFFAR45,2,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,5
COFFAR85,2,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,5
THEOCA45,2,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,11
THEOCA85,2,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,13
COFFAR45,-1,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,8
COFFAR85,-1,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,9
THEOCA45,-1,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,244
THEOCA85,-1,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,297
COFFAR45,1,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,1,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,111
THEOCA85,1,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,58
