crop,layer,ADM0_NAME,ADM1_NAME,WWF_MHTNAM,Freq
THEOCA85,1,Belize,Orange Walk,Tropical and Subtropical Coniferous Forests,13
COFFAR45,-1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,125
COFFAR85,-1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,138
THEOCA45,-1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,4
THEOCA85,-1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,16
COFFAR45,1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,55
COFFAR85,1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,42
THEOCA45,1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,34
THEOCA85,1,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,22
THEOCA45,2,Honduras,Paraiso,Tropical and Subtropical Coniferous Forests,3
COFFAR45,-1,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,61
COFFAR85,-1,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,62
COFFAR45,1,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,61
COFFAR85,1,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,60
THEOCA45,1,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,5
THEOCA85,1,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,5
COFFAR45,2,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,46
COFFAR85,2,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,56
THEOCA45,2,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,1
THEOCA85,2,Mexico,Puebla,Tropical and Subtropical Coniferous Forests,1
COFFAR45,-1,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,27
COFFAR85,-1,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,32
COFFAR45,1,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,21
COFFAR85,1,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,16
COFFAR45,2,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,6
COFFAR85,2,Mexico,Queretaro,Tropical and Subtropical Coniferous Forests,7
COFFAR85,-1,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,2
THEOCA85,-1,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,1
COFFAR45,1,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,13
COFFAR85,1,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,11
THEOCA45,1,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,8
THEOCA85,1,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,7
COFFAR45,2,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,5
COFFAR85,2,Guatemala,Quetzaltenango,Tropical and Subtropical Coniferous Forests,6
COFFAR45,-1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,16
COFFAR85,-1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,16
THEOCA45,-1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,1
THEOCA85,-1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,4
COFFAR45,1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,199
COFFAR85,1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,199
THEOCA45,1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,66
THEOCA85,1,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,63
COFFAR45,2,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,27
COFFAR85,2,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,28
THEOCA45,2,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,14
THEOCA85,2,Guatemala,Quiche,Tropical and Subtropical Coniferous Forests,13
COFFAR45,-1,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,2
COFFAR85,-1,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,1
COFFAR85,1,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,1
THEOCA45,1,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,2
THEOCA85,1,Guatemala,Retalhuleu,Tropical and Subtropical Coniferous Forests,2
THEOCA45,1,Nicaragua,Rio San Juan,Tropical and Subtropical Coniferous Forests,7
THEOCA85,1,Nicaragua,Rio San Juan,Tropical and Subtropical Coniferous Forests,7
COFFAR45,-1,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,1
COFFAR85,-1,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,1
COFFAR45,1,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,13
COFFAR85,1,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,13
THEOCA45,1,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,1
THEOCA85,1,Guatemala,Sacatepequez,Tropical and Subtropical Coniferous Forests,1
COFFAR45,-1,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,7
COFFAR85,-1,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,9
COFFAR45,1,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,11
COFFAR85,1,Mexico,San Luis Potosi,Tropical and Subtropical Coniferous Forests,9
COFFAR45,-1,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,4
COFFAR85,-1,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,4
COFFAR45,1,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,13
COFFAR85,1,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,13
THEOCA45,1,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,4
THEOCA85,1,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,4
COFFAR45,2,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,11
COFFAR85,2,Guatemala,San Marcos,Tropical and Subtropical Coniferous Forests,15
COFFAR45,-1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,24
COFFAR85,-1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,26
THEOCA45,-1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,26
THEOCA85,-1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,32
COFFAR45,1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,5
COFFAR85,1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,3
THEOCA45,1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,8
THEOCA85,1,El Salvador,San Miguel,Tropical and Subtropical Coniferous Forests,2
COFFAR45,-1,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,28
COFFAR85,-1,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,29
COFFAR45,1,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,3
COFFAR85,1,El Salvador,San Salvador,Tropical and Subtropical Coniferous Forests,2
COFFAR45,-1,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,25
COFFAR85,-1,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,25
THEOCA45,-1,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,15
THEOCA85,-1,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,15
COFFAR45,1,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,1
COFFAR85,1,El Salvador,San Vicente,Tropical and Subtropical Coniferous Forests,1
COFFAR45,-1,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,43
COFFAR85,-1,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,50
COFFAR45,1,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,12
COFFAR85,1,El Salvador,Santa Ana,Tropical and Subtropical Coniferous Forests,5
COFFAR45,-1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,19
COFFAR85,-1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,23
THEOCA45,-1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,12
THEOCA85,-1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,13
COFFAR45,1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,17
COFFAR85,1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,13
THEOCA45,1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,7
THEOCA85,1,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,6
THEOCA45,2,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,2
THEOCA85,2,Honduras,Santa Barbara,Tropical and Subtropical Coniferous Forests,1
COFFAR45,-1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,16
COFFAR85,-1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,27
THEOCA45,-1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,2
THEOCA85,-1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,2
COFFAR45,1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,44
COFFAR85,1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,33
THEOCA45,1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,3
THEOCA85,1,Guatemala,Santa Rosa,Tropical and Subtropical Coniferous Forests,3
COFFAR45,-1,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,4
COFFAR85,-1,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,5
THEOCA45,-1,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,1
COFFAR45,1,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,25
COFFAR85,1,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,24
THEOCA45,1,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,7
THEOCA85,1,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,8
COFFAR45,2,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,5
COFFAR85,2,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,7
THEOCA45,2,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,1
THEOCA85,2,Guatemala,Solola,Tropical and Subtropical Coniferous Forests,1
COFFAR45,-1,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,12
COFFAR85,-1,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,17
THEOCA45,-1,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,14
THEOCA85,-1,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,14
COFFAR45,1,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,7
COFFAR85,1,El Salvador,Sonsonate,Tropical and Subtropical Coniferous Forests,2
THEOCA45,1,Belize,Stann Creek,Tropical and Subtropical Coniferous Forests,15
THEOCA85,1,Belize,Stann Creek,Tropical and Subtropical Coniferous Forests,15
COFFAR45,-1,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,6
COFFAR85,-1,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,8
COFFAR45,1,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,5
COFFAR85,1,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,3
THEOCA45,1,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,9
THEOCA85,1,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,9
THEOCA85,2,Guatemala,Suchitepequez,Tropical and Subtropical Coniferous Forests,1
THEOCA45,1,Belize,Toledo,Tropical and Subtropical Coniferous Forests,18
THEOCA85,1,Belize,Toledo,Tropical and Subtropical Coniferous Forests,18
COFFAR45,1,Guatemala,Totonicapan,Tropical and Subtropical Coniferous Forests,18
COFFAR85,1,Guatemala,Totonicapan,Tropical and Subtropical Coniferous Forests,18
COFFAR45,2,Guatemala,Totonicapan,Tropical and Subtropical Coniferous Forests,2
COFFAR85,2,Guatemala,Totonicapan,Tropical and Subtropical Coniferous Forests,4
COFFAR45,-1,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,13
COFFAR85,-1,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,18
THEOCA45,-1,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,23
THEOCA85,-1,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,23
COFFAR45,1,El Salvador,Usulutan,Tropical and Subtropical Coniferous Forests,5
COFFAR45,-1,Honduras,Valle,Tropical and Subtropical Coniferous Forests,2
COFFAR85,-1,Honduras,Valle,Tropical and Subtropical Coniferous Forests,2
THEOCA45,-1,Honduras,Valle,Tropical and Subtropical Coniferous Forests,9
THEOCA85,-1,Honduras,Valle,Tropical and Subtropical Coniferous Forests,9
COFFAR45,1,Mexico,Veracruz,Tropical and Subtropical Coniferous Forests,26
COFFAR85,1,Mexico,Veracruz,Tropical and Subtropical Coniferous Forests,26
COFFAR45,2,Mexico,Veracruz,Tropical and Subtropical Coniferous Forests,18
COFFAR85,2,Mexico,Veracruz,Tropical and Subtropical Coniferous Forests,19
COFFAR45,-1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,64
COFFAR85,-1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,64
THEOCA45,-1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,6
THEOCA85,-1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,5
COFFAR45,1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,1
COFFAR85,1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,1
THEOCA45,1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,30
THEOCA85,1,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,31
THEOCA45,2,Honduras,Yoro,Tropical and Subtropical Coniferous Forests,1
COFFAR45,-1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,12
COFFAR85,-1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,14
THEOCA45,-1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,3
THEOCA85,-1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,4
COFFAR45,1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,6
COFFAR85,1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,4
THEOCA45,1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,8
THEOCA85,1,Guatemala,Zacapa,Tropical and Subtropical Coniferous Forests,7
COFFAR45,-1,El Salvador,Ahuachapan,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,El Salvador,Ahuachapan,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,-1,El Salvador,Ahuachapan,Tropical and Subtropical Dry Broadleaf Forests,11
THEOCA85,-1,El Salvador,Ahuachapan,Tropical and Subtropical Dry Broadleaf Forests,11
THEOCA45,1,Honduras,Atlantida,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA85,1,Honduras,Atlantida,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR45,-1,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,54
COFFAR85,-1,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,54
THEOCA45,-1,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,6
THEOCA85,-1,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,10
THEOCA45,1,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,21
THEOCA85,1,Nicaragua,Boaco,Tropical and Subtropical Dry Broadleaf Forests,17
COFFAR45,-1,El Salvador,Cabanas,Tropical and Subtropical Dry Broadleaf Forests,8
COFFAR85,-1,El Salvador,Cabanas,Tropical and Subtropical Dry Broadleaf Forests,8
THEOCA45,-1,El Salvador,Cabanas,Tropical and Subtropical Dry Broadleaf Forests,9
THEOCA85,-1,El Salvador,Cabanas,Tropical and Subtropical Dry Broadleaf Forests,9
THEOCA45,-1,Nicaragua,Carazo,Tropical and Subtropical Dry Broadleaf Forests,8
THEOCA85,-1,Nicaragua,Carazo,Tropical and Subtropical Dry Broadleaf Forests,22
THEOCA45,1,Nicaragua,Carazo,Tropical and Subtropical Dry Broadleaf Forests,18
THEOCA85,1,Nicaragua,Carazo,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR45,-1,El Salvador,Chalatenango,Tropical and Subtropical Dry Broadleaf Forests,7
COFFAR85,-1,El Salvador,Chalatenango,Tropical and Subtropical Dry Broadleaf Forests,7
COFFAR45,-1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,339
COFFAR85,-1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,349
THEOCA45,-1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,17
THEOCA85,-1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,13
COFFAR45,1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,29
COFFAR85,1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,19
THEOCA45,1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,27
THEOCA85,1,Mexico,Chiapas,Tropical and Subtropical Dry Broadleaf Forests,31
COFFAR45,-1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,6
COFFAR85,-1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,7
THEOCA45,-1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,45
THEOCA85,-1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,83
COFFAR45,1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR85,1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,60
THEOCA85,1,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,22
THEOCA45,2,Nicaragua,Chinandega,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,5
COFFAR85,-1,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,5
THEOCA45,-1,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,49
THEOCA85,-1,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,53
THEOCA45,1,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,22
THEOCA85,1,Honduras,Choluteca,Tropical and Subtropical Dry Broadleaf Forests,18
COFFAR45,-1,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,12
COFFAR85,-1,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,12
THEOCA45,-1,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,8
THEOCA85,-1,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,9
THEOCA45,1,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,10
THEOCA85,1,Nicaragua,Chontales,Tropical and Subtropical Dry Broadleaf Forests,9
THEOCA45,-1,Panama,Cocle,Tropical and Subtropical Dry Broadleaf Forests,23
THEOCA85,-1,Panama,Cocle,Tropical and Subtropical Dry Broadleaf Forests,53
THEOCA45,1,Panama,Cocle,Tropical and Subtropical Dry Broadleaf Forests,60
THEOCA85,1,Panama,Cocle,Tropical and Subtropical Dry Broadleaf Forests,30
COFFAR45,-1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,36
COFFAR85,-1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,38
THEOCA45,-1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA85,-1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,5
COFFAR45,1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR85,1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,16
THEOCA85,1,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,15
THEOCA45,2,Honduras,Comayagua,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,5
COFFAR85,-1,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,5
THEOCA45,-1,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA85,-1,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,1,Honduras,Copan,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Honduras,Cortes,Tropical and Subtropical Dry Broadleaf Forests,6
COFFAR85,-1,Honduras,Cortes,Tropical and Subtropical Dry Broadleaf Forests,6
THEOCA45,-1,Honduras,Cortes,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA45,1,Honduras,Cortes,Tropical and Subtropical Dry Broadleaf Forests,87
THEOCA85,1,Honduras,Cortes,Tropical and Subtropical Dry Broadleaf Forests,88
THEOCA45,-1,Guatemala,Escuintla,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA85,-1,Guatemala,Escuintla,Tropical and Subtropical Dry Broadleaf Forests,9
THEOCA45,1,Guatemala,Escuintla,Tropical and Subtropical Dry Broadleaf Forests,9
THEOCA85,1,Guatemala,Escuintla,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,2,Guatemala,Escuintla,Tropical and Subtropical Dry Broadleaf Forests,6
THEOCA85,2,Guatemala,Escuintla,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Esteli,Tropical and Subtropical Dry Broadleaf Forests,8
COFFAR85,-1,Nicaragua,Esteli,Tropical and Subtropical Dry Broadleaf Forests,8
COFFAR45,-1,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,31
COFFAR85,-1,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,38
THEOCA45,-1,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA85,-1,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR45,1,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,18
COFFAR85,1,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,11
THEOCA45,2,Honduras,Francisco Morazan,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR85,-1,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA45,-1,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,-1,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,5
THEOCA45,1,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,9
THEOCA85,1,Nicaragua,Granada,Tropical and Subtropical Dry Broadleaf Forests,5
COFFAR45,-1,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,7
COFFAR85,-1,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,7
THEOCA45,-1,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA85,-1,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,48
THEOCA45,1,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,267
THEOCA85,1,Costa Rica,Guanacaste,Tropical and Subtropical Dry Broadleaf Forests,221
COFFAR45,-1,Mexico,Guanajuato,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR85,-1,Mexico,Guanajuato,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR45,-1,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,109
COFFAR85,-1,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,115
COFFAR45,1,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,12
COFFAR85,1,Mexico,Guerrero,Tropical and Subtropical Dry Broadleaf Forests,6
THEOCA45,-1,Panama,Herrera,Tropical and Subtropical Dry Broadleaf Forests,5
THEOCA85,-1,Panama,Herrera,Tropical and Subtropical Dry Broadleaf Forests,11
THEOCA45,1,Panama,Herrera,Tropical and Subtropical Dry Broadleaf Forests,37
THEOCA85,1,Panama,Herrera,Tropical and Subtropical Dry Broadleaf Forests,31
COFFAR45,-1,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,21
COFFAR85,-1,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,25
COFFAR45,1,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,14
COFFAR85,1,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,10
COFFAR45,2,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR85,2,Guatemala,Huehuetenango,Tropical and Subtropical Dry Broadleaf Forests,3
COFFAR45,-1,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,17
COFFAR85,-1,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,20
COFFAR45,1,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,3
THEOCA45,1,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,1
THEOCA85,1,Honduras,Intibuca,Tropical and Subtropical Dry Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,22
COFFAR85,-1,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,22
THEOCA45,-1,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA85,-1,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA45,1,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,2
THEOCA85,1,Nicaragua,Jinotega,Tropical and Subtropical Dry Broadleaf Forests,2
COFFAR45,-1,Guatemala,Jutiapa,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,Guatemala,Jutiapa,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,-1,Guatemala,Jutiapa,Tropical and Subtropical Dry Broadleaf Forests,12
THEOCA85,-1,Guatemala,Jutiapa,Tropical and Subtropical Dry Broadleaf Forests,12
COFFAR45,-1,El Salvador,La Libertad,Tropical and Subtropical Dry Broadleaf Forests,8
COFFAR85,-1,El Salvador,La Libertad,Tropical and Subtropical Dry Broadleaf Forests,8
THEOCA45,-1,El Salvador,La Libertad,Tropical and Subtropical Dry Broadleaf Forests,14
THEOCA85,-1,El Salvador,La Libertad,Tropical and Subtropical Dry Broadleaf Forests,14
COFFAR45,-1,El Salvador,La Paz,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,El Salvador,La Paz,Tropical and Subtropical Dry Broadleaf Forests,4
THEOCA45,-1,El Salvador,La Paz,Tropical and Subtropical Dry Broadleaf Forests,27
THEOCA85,-1,El Salvador,La Paz,Tropical and Subtropical Dry Broadleaf Forests,27
COFFAR45,-1,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,4
COFFAR85,-1,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,5
